0	1
0.010101	1
0.020202	1
0.030303	1
0.040404	1
0.0505051	1
0.0606061	1
0.0707071	1
0.0808081	1
0.0909091	1
0.10101	1
0.111111	1
0.121212	1
0.131313	1
0.141414	1
0.151515	1
0.161616	1
0.171717	1
0.181818	1
0.191919	1
0.20202	1
0.212121	1
0.222222	1
0.232323	1
0.242424	1
0.252525	1
0.262626	1
0.272727	1
0.282828	1
0.292929	1
0.30303	1
0.313131	1
0.323232	1
0.333333	1
0.343434	1
0.353535	1
0.363636	1
0.373737	1
0.383838	1
0.393939	1
0.40404	1
0.414141	1
0.424242	1
0.434343	1
0.444444	1
0.454545	1
0.464646	1
0.474747	1
0.484848	1
0.494949	1
0.505051	1
0.515152	1
0.525253	1
0.535354	1
0.545455	1
0.555556	1
0.565657	1
0.575758	1
0.585859	1
0.59596	1
0.606061	1
0.616162	1
0.626263	1
0.636364	1
0.646465	1
0.656566	1
0.666667	1
0.676768	1
0.686869	1
0.69697	1
0.707071	1
0.717172	1
0.727273	1
0.737374	1
0.747475	1
0.757576	1
0.767677	1
0.777778	1
0.787879	1
0.79798	1
0.808081	1
0.818182	1
0.828283	1
0.838384	1
0.848485	1
0.858586	1
0.868687	1
0.878788	1
0.888889	1
0.89899	1
0.909091	1
0.919192	1
0.929293	1
0.939394	1
0.949495	1
0.959596	1
0.969697	1
0.979798	1
0.989899	1
1	1
